Medicine ID,Medical Condition,Specialty,Generic Name,Brand Name,Strength,Dosage Form,Route,Adult Dose,Pediatric Dose,Pregnancy Warning,Contraindications,Drug Interactions,Schedule,ICD10 Category
RX32642,Depression,Neurology,Cefixime,CEFIX-RX32642,50 mg,Injection,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32643,Arthritis,Oncology,Carbamazepine,CARBA-RX32643,100 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32644,Diabetes,Internal Medicine,Empagliflozin,EMPAG-RX32644,250 mg,Ointment,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32645,Depression,Oncology,Glimepiride,GLIME-RX32645,10 mg,Tablet,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32646,Glaucoma,Internal Medicine,Carbamazepine,CARBA-RX32646,25 mg,Gel,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32647,Stroke,Orthopedics,Etoricoxib,ETORI-RX32647,25 mg,Drops,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32648,Dermatitis,Oncology,Cefuroxime,CEFUR-RX32648,20 mg,Capsule,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32649,Infertility,Internal Medicine,Tranexamic Acid,TRANE-RX32649,250 mg,Drops,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32650,Heart Failure,Diabetology,Gabapentin,GABAP-RX32650,2.5 mg,Syrup,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32651,Acne,Pediatrics,Montelukast,MONTE-RX32651,25 mg,Ointment,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32652,Back Pain,Gynecology,Sertraline,SERTR-RX32652,5 mg,Inhaler,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32653,Arthritis,Orthopedics,Linagliptin,LINAG-RX32653,75 mg,Drops,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32654,Epilepsy,Oncology,Valsartan,VALSA-RX32654,5 mg,Syrup,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32655,Migraine,Urology,Levetiracetam,LEVET-RX32655,5 mg,Ointment,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32656,Dermatitis,Orthopedics,Atorvastatin,ATORV-RX32656,10 mg,Gel,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32657,Glaucoma,Internal Medicine,Fluconazole,FLUCO-RX32657,75 mg,Drops,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32658,Asthma,Urology,Timolol,TIMOL-RX32658,75 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32659,Schizophrenia,Urology,Nebivolol,NEBIV-RX32659,250 mg,Cream,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32660,Asthma,Psychiatry,Risperidone,RISPE-RX32660,10 mg,Syrup,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32661,IBS,Diabetology,Venlafaxine,VENLA-RX32661,100 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32662,Hypertension,ENT,Etoricoxib,ETORI-RX32662,500 mg,Capsule,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32663,Neuropathy,Dermatology,Montelukast,MONTE-RX32663,50 mg,Injection,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32664,Sinusitis,Gastroenterology,Olmesartan,OLMES-RX32664,25 mg,Cream,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32665,Neuropathy,Ophthalmology,Rabeprazole,RABEP-RX32665,50 mg,Ointment,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32666,Migraine,Gastroenterology,Insulin Aspart,INSUL-RX32666,500 mg,Inhaler,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32667,Pneumonia,Dermatology,Progesterone,PROGE-RX32667,50 mg,Gel,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32668,Pneumonia,Ophthalmology,Isotretinoin,ISOTR-RX32668,20 mg,Ointment,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32669,Epilepsy,Neurology,Capecitabine,CAPEC-RX32669,250 mg,Inhaler,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32670,Back Pain,Orthopedics,Sucralfate,SUCRA-RX32670,500 mg,Gel,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32671,Pneumonia,Diabetology,Losartan,LOSAR-RX32671,10 mg,Ointment,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32672,COPD,Internal Medicine,Xylometazoline,XYLOM-RX32672,20 mg,Inhaler,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32673,Epilepsy,Orthopedics,Linagliptin,LINAG-RX32673,25 mg,Tablet,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32674,Gastritis,Urology,Budesonide,BUDES-RX32674,5 mg,Cream,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32675,Hypertension,Pediatrics,Levetiracetam,LEVET-RX32675,250 mg,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32676,Back Pain,Diabetology,Gabapentin,GABAP-RX32676,25 mg,Capsule,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32677,Fever,Internal Medicine,Xylometazoline,XYLOM-RX32677,50 mg,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32678,Fever,Orthopedics,Escitalopram,ESCIT-RX32678,5 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32679,Cancer,Oncology,Pioglitazone,PIOGL-RX32679,2.5 mg,Ointment,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32680,Heart Failure,Ophthalmology,Fexofenadine,FEXOF-RX32680,100 mg,Syrup,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32681,Glaucoma,Gynecology,Prednisolone,PREDN-RX32681,25 mg,Drops,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32682,Heart Failure,Dermatology,Nitrofurantoin,NITRO-RX32682,1 g,Capsule,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32683,Neuropathy,Urology,Salbutamol,SALBU-RX32683,250 mg,Ointment,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32684,Back Pain,Pediatrics,Valsartan,VALSA-RX32684,1 g,Inhaler,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32685,COPD,Neurology,Linezolid,LINEZ-RX32685,50 mg,Injection,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32686,IBS,ENT,Pregabalin,PREGA-RX32686,40 mg,Gel,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32687,Arthritis,Ophthalmology,Terbinafine,TERBI-RX32687,250 mg,Tablet,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32688,Arthritis,Psychiatry,Dydrogesterone,DYDRO-RX32688,40 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32689,Osteoporosis,Dermatology,Imatinib,IMATI-RX32689,20 mg,Gel,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32690,Back Pain,Diabetology,Terbinafine,TERBI-RX32690,10 mg,Injection,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32691,Arthritis,Diabetology,Gliclazide,GLICL-RX32691,1 g,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32692,Back Pain,Ophthalmology,Doxycycline,DOXYC-RX32692,75 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32693,Asthma,ENT,Montelukast,MONTE-RX32693,25 mg,Inhaler,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32694,COPD,Diabetology,Clopidogrel,CLOPI-RX32694,500 mg,Inhaler,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32695,Pneumonia,Psychiatry,Olanzapine,OLANZ-RX32695,40 mg,Inhaler,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32696,Dermatitis,Internal Medicine,Doxycycline,DOXYC-RX32696,1 g,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32697,Osteoporosis,Psychiatry,Insulin Aspart,INSUL-RX32697,100 mg,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32698,Hypertension,Neurology,Domperidone,DOMPE-RX32698,75 mg,Tablet,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32699,UTI,Cardiology,Valsartan,VALSA-RX32699,500 mg,Gel,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32700,Stroke,Dermatology,Bisoprolol,BISOP-RX32700,75 mg,Gel,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32701,Angina,ENT,Sertraline,SERTR-RX32701,100 mg,Capsule,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32702,Schizophrenia,Internal Medicine,Cyclophosphamide,CYCLO-RX32702,5 mg,Tablet,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32703,Stroke,Gastroenterology,Prednisolone,PREDN-RX32703,100 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32704,Neuropathy,Ophthalmology,Cetirizine,CETIR-RX32704,100 mg,Cream,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32705,Glaucoma,Ophthalmology,Lamotrigine,LAMOT-RX32705,2.5 mg,Injection,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32706,IBS,Orthopedics,Clomiphene,CLOMI-RX32706,10 mg,Cream,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32707,Acne,Orthopedics,Amoxicillin,AMOXI-RX32707,100 mg,Injection,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32708,GERD,Dermatology,Sertraline,SERTR-RX32708,10 mg,Ointment,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32709,Angina,Diabetology,Insulin Aspart,INSUL-RX32709,10 mg,Inhaler,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32710,Angina,Diabetology,Gliclazide,GLICL-RX32710,40 mg,Syrup,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32711,Neuropathy,Diabetology,Atorvastatin,ATORV-RX32711,1 g,Capsule,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32712,COPD,Gastroenterology,Formoterol,FORMO-RX32712,100 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32713,Glaucoma,Urology,Pioglitazone,PIOGL-RX32713,10 mg,Injection,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32714,Acne,Gastroenterology,Olanzapine,OLANZ-RX32714,5 mg,Capsule,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32715,Stroke,Gastroenterology,Duloxetine,DULOX-RX32715,500 mg,Inhaler,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32716,Osteoporosis,Gastroenterology,Pregabalin,PREGA-RX32716,2.5 mg,Tablet,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32717,Pneumonia,Diabetology,Aripiprazole,ARIPI-RX32717,50 mg,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32718,Cancer,Diabetology,Isotretinoin,ISOTR-RX32718,20 mg,Inhaler,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32719,Allergy,Urology,Olmesartan,OLMES-RX32719,25 mg,Drops,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32720,Gastritis,Psychiatry,Esomeprazole,ESOME-RX32720,10 mg,Tablet,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32721,Infertility,Urology,Imatinib,IMATI-RX32721,10 mg,Syrup,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32722,COPD,Psychiatry,Insulin Aspart,INSUL-RX32722,1 g,Drops,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32723,Neuropathy,Oncology,Budesonide,BUDES-RX32723,2.5 mg,Capsule,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32724,Depression,Neurology,Escitalopram,ESCIT-RX32724,2.5 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32725,Cancer,Pediatrics,Risperidone,RISPE-RX32725,250 mg,Tablet,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32726,Schizophrenia,Diabetology,Salbutamol,SALBU-RX32726,20 mg,Gel,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX32727,Heart Failure,Gynecology,Terbinafine,TERBI-RX32727,100 mg,Tablet,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32728,IBS,Oncology,Carbamazepine,CARBA-RX32728,250 mg,Ointment,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32729,Infertility,Internal Medicine,Timolol,TIMOL-RX32729,10 mg,Drops,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32730,Back Pain,Psychiatry,Tranexamic Acid,TRANE-RX32730,5 mg,Gel,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX32731,Stroke,Cardiology,Xylometazoline,XYLOM-RX32731,10 mg,Injection,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX32732,IBS,Neurology,Linezolid,LINEZ-RX32732,1 g,Injection,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX32733,Heart Failure,Pediatrics,Sucralfate,SUCRA-RX32733,250 mg,Gel,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX32734,Pneumonia,Oncology,Insulin Aspart,INSUL-RX32734,25 mg,Tablet,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX32735,Heart Failure,Pediatrics,Valproate,VALPR-RX32735,10 mg,Inhaler,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX32736,Sinusitis,Oncology,Rabeprazole,RABEP-RX32736,25 mg,Cream,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
